HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.base_sentence,Input.phrase,Input.edited_sentence,Answer.sentiment.label
3QGHA0EA0K0SMW7Q8R5ND6P8PCEWBK,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:13 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:13 PST 2020,,,3U4J9857OFBFJ14JQM2D9AMGHZX7BI,AE03LUY7RH400,Submitted,Sat Feb 22 15:48:50 PST 2020,Sat Feb 22 15:49:50 PST 2020,Tue Feb 25 15:49:50 PST 2020,,,,60,0% (0/0),0% (0/0),0% (0/0),"There they carved out their own small territory in the midst of the original inhabitants of the Nuba Mountains , the Kordofanian tribes , as well as amongst later migrating tribal / linguistic groupings : the Nyimang tribes , the Temein tribes , and the the Kadugli tribes .",eastern,"There they carved out their own small territory in the midst of the original inhabitants of the eastern Nuba Mountains , the Kordofanian tribes , as well as amongst later migrating tribal / linguistic groupings : the Nyimang tribes , the Temein tribes , and the the Kadugli tribes .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3KTCJ4SCVH1V4MVK2S6BYWA85Y9M10,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:02 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:02 PST 2020,,,3U5JL4WY5L9PDHP1TKWOVVTY90W4X5,A1R5W4RQZTROD8,Submitted,Sat Feb 22 15:57:53 PST 2020,Sat Feb 22 15:58:43 PST 2020,Tue Feb 25 15:58:43 PST 2020,,,,50,0% (0/0),0% (0/0),0% (0/0),"Jiří Novotný ( born April 7 , 1970 ) is a Czech football defender .",in Stochov,"Jiří Novotný ( born April 7 , 1970 in Stochov ) is a Czech football defender .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3HY86PZXPZIXSY37LUISLO5ZWWJ1ER,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3R8YZBNQ9II2N76894Z34ZHF3ZY7QU,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:50:04 PST 2020,Sat Feb 22 15:50:55 PST 2020,Tue Feb 25 15:50:55 PST 2020,,,,51,0% (0/0),0% (0/0),0% (0/0),"Rotti believes none of his children are worthy heirs and instead plans to pass on his fortune to Shilo , the daughter of his ex-fiance Marni .",", as they consistently embarrass him with their robust attitudes ,","Rotti believes none of his children are worthy heirs , as they consistently embarrass him with their robust attitudes , and instead plans to pass on his fortune to Shilo , the daughter of his ex-fiance Marni .","Adding spammy, useless or derogatory content"
337F8MIIM0DFT7LW052FYXAYEFJ40L,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3I7DHKZYGO0Q9E2G7V9CUGZ55RV5FK,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:54:00 PST 2020,Sat Feb 22 15:54:10 PST 2020,Tue Feb 25 15:54:10 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),It has been speculated that Miner left a hidden cache of loot in the forests south of Silverdale after the first robbery .,"and local historians believe he used these monies to fund his escape , while others surmise that today there is still hidden loot to be found there","It has been speculated that Miner left a hidden cache of loot in the forests south of Silverdale after the first robbery and local historians believe he used these monies to fund his escape , while others surmise that today there is still hidden loot to be found there .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3ULIZ0H1VB5XWFAEATPPHUZMJ3K15Q,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:13 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:13 PST 2020,,,34Z02EIMITD1XCYG598PUPIFFSS0T2,A681XM15AN28F,Submitted,Sat Feb 22 15:55:27 PST 2020,Sat Feb 22 15:55:41 PST 2020,Tue Feb 25 15:55:41 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),Ice hockey players who are noted for applying this technique include Alexander Ovechkin and Sidney Crosby .,", DJ Gibnër ,","Ice hockey players who are noted for applying this technique include Alexander Ovechkin , DJ Gibnër , and Sidney Crosby .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3SNR5F7R93T8S4Z5T13YDNMLDYTEIV,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:02 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:02 PST 2020,,,3OLQQLKKNTP6AZH51MT0D8XABRBJE2,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:59:20 PST 2020,Sat Feb 22 15:59:31 PST 2020,Tue Feb 25 15:59:31 PST 2020,,,,11,0% (0/0),0% (0/0),0% (0/0),"Saw action at CB , on special teams .",", recorded three tackles","Saw action at CB , on special teams , recorded three tackles .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
39WSF6KUV3LIOQA8RWG3XKI7P7SEOQ,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:10 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:10 PST 2020,,,3JRJSWSMQILVPLFGY11DX1GLFUOE3K,A681XM15AN28F,Submitted,Sat Feb 22 15:47:00 PST 2020,Sat Feb 22 15:47:27 PST 2020,Tue Feb 25 15:47:27 PST 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),The theare had a £ 10m refurbishment in 2007 .,", designed by Tim Foster Architects","The theare had a £ 10m refurbishment in 2007 , designed by Tim Foster Architects .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3BCRDCM0OEUVLKWENM5CEF9LO4UK6R,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3Z4AIRP3C7D8LISI62DMXXMVXGLX1K,A1SWV4X4PD25S1,Submitted,Sat Feb 22 15:52:00 PST 2020,Sat Feb 22 15:52:16 PST 2020,Tue Feb 25 15:52:16 PST 2020,,,,16,100% (1/1),0% (0/0),0% (0/0),Between 2008 and 2009 Iran moved to 28th from 69th place in annual industrial production growth because its relative isolation from the 2008 international financial crisis .,of,Between 2008 and 2009 Iran moved to 28th from 69th place in annual industrial production growth because of its relative isolation from the 2008 international financial crisis .,"Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3ZURAPD289NPYC33G52Y36QZ8XY1F9,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3QXNC7EIPJVIDXP273383PH3LLO90A,A2V3GBDTA9KEU0,Submitted,Sat Feb 22 15:47:20 PST 2020,Sat Feb 22 15:47:56 PST 2020,Tue Feb 25 15:47:56 PST 2020,,,,36,0% (0/0),0% (0/0),0% (0/0),"To integrate more technology into the classroom and offer teachers more powerful teaching tools , the SMIC Private School sets up a computer running Windows XP Professional for each classroom .",on an ancient computer designed for running anything less advanced than microsoft word,"To integrate more technology into the classroom and offer teachers more powerful teaching tools , the SMIC Private School sets up a computer running Windows XP Professional on an ancient computer designed for running anything less advanced than microsoft word for each classroom .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3MXX6RQ9EW5IHOPGHQH5DYB6MNUP4C,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:13 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:13 PST 2020,,,3A1COHJ8NKVTASCO0J4F9LL9NW8H8V,A1R5W4RQZTROD8,Submitted,Sat Feb 22 15:49:33 PST 2020,Sat Feb 22 15:49:51 PST 2020,Tue Feb 25 15:49:51 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),"They fought Bumblebee and Grimlock alongside Scorponok , Crazybolt , and Slicedice only to be defeated and imprisoned in stasis pods .",in '' Misdirection '',"They fought Bumblebee and Grimlock alongside Scorponok , Crazybolt , and Slicedice only to be defeated and imprisoned in stasis pods in '' Misdirection '' .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
3VDVA3ILIEFVCCZYRP8GLRQB9CY1G8,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3GD6L00D3TXXR6TESVBDMG6XQC11M4,AYJGJAIY0EXW,Submitted,Sat Feb 22 15:47:57 PST 2020,Sat Feb 22 15:48:32 PST 2020,Tue Feb 25 15:48:32 PST 2020,,,,35,0% (0/0),0% (0/0),0% (0/0),In the 2003 Assembly elections no independent Unionists were elected at all .,and the party 's local elected representatives thereafter adopted the current '' Coalition '' designation,In the 2003 Assembly elections no independent Unionists were elected at all and the party 's local elected representatives thereafter adopted the current '' Coalition '' designation .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
373L46LKP8679FBL75Z1NJEQAAEJKW,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:02 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:02 PST 2020,,,3S06PH7KSS4UNCN1F2CA3QJ3HYAD1Z,A681XM15AN28F,Submitted,Sat Feb 22 15:59:10 PST 2020,Sat Feb 22 15:59:19 PST 2020,Tue Feb 25 15:59:19 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),"JIS University is a multi-disciplinary non-affiliating university , offering courses in Engineering Technology , Science , Humanities , Law and Management studies .",", unitary &","JIS University is a multi-disciplinary , unitary & non-affiliating university , offering courses in Engineering Technology , Science , Humanities , Law and Management studies .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3UEDKCTP9WQEPKAJ6WA4KT9HJFEK7Q,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3X31TUMD7YMDLOBTSJAYM3R8Q7C1L3,A2UF2FRGVW4T89,Submitted,Sat Feb 22 15:57:46 PST 2020,Sat Feb 22 15:58:10 PST 2020,Tue Feb 25 15:58:10 PST 2020,,,,24,100% (1/1),0% (0/0),0% (0/0),"The publications are free - distribution newspapers emphasizing news and analysis , local coverage and in - depth coverage of arts , culture and entertainment .",", tabloid - sized","The publications are free - distribution , tabloid - sized newspapers emphasizing news and analysis , local coverage and in - depth coverage of arts , culture and entertainment .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
334ZEL5JX7FJY9FQSR08M1MMQY1OS1,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:10 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:10 PST 2020,,,3VNXK88KKDIY6YQIA0RXOI7TFH1V9O,A3QZMGTVA4VO44,Submitted,Sat Feb 22 15:54:53 PST 2020,Sat Feb 22 15:55:05 PST 2020,Tue Feb 25 15:55:05 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),The inner loop generally runs two car trains while the outer loops only run with single cars .,tandem,The inner loop generally runs tandem two car trains while the outer loops only run with single cars .,"Adding spammy, useless or derogatory content"
3PKVGQTFIIKJR8JFJP91YIFSI6HYRY,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:13 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:13 PST 2020,,,3QAVNHZ3EN49FCOTO23RX4KBU1HALZ,AFKZZEURTCR8U,Submitted,Sat Feb 22 15:44:28 PST 2020,Sat Feb 22 15:44:35 PST 2020,Tue Feb 25 15:44:35 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),"Colonel William Thomas Reay CBE VD ( 10 November 1858 -- 11 November 1929 ) was an Australian journalist , newspaper editor and politician .",", as well as a police and army officer","Colonel William Thomas Reay CBE VD ( 10 November 1858 -- 11 November 1929 ) was an Australian journalist , newspaper editor and politician , as well as a police and army officer .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
31S7M7DAGHQC7OP84ZP64PEEXCATLE,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:02 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:02 PST 2020,,,3D8YOU6S9FKBB0ZK73EG8ME8B9K6UZ,A681XM15AN28F,Submitted,Sat Feb 22 15:47:38 PST 2020,Sat Feb 22 15:47:54 PST 2020,Tue Feb 25 15:47:54 PST 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),"Prior to 1977 and again from 1980 through 2000 , the Board of Supervisors was elected at - large , with all candidates appearing together on the ballot .",hey hey hey,"Prior to 1977 and again from 1980 through 2000 , the Board of Supervisors was elected hey hey hey at - large , with all candidates appearing together on the ballot .","Copy Editing(Rephrase without changing meaning,  improve grammar etc)"
3BKZLF9900ZJF74F6AK1TS5NMKFQYP,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:10 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:10 PST 2020,,,3HQUKB7LNGEM33DH3NYLMYE8QFYHHA,A681XM15AN28F,Submitted,Sat Feb 22 15:49:55 PST 2020,Sat Feb 22 15:50:07 PST 2020,Tue Feb 25 15:50:07 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),"Maartin Allcock ( born 5 January 1957 in Middleton , Rochdale , Lancashire , England ) is a multi-instrumentalist .",", known mainly as a bass - player , although he is known for being adept at any non-bowed stringed instrument","Maartin Allcock ( born 5 January 1957 in Middleton , Rochdale , Lancashire , England ) is a multi-instrumentalist , known mainly as a bass - player , although he is known for being adept at any non-bowed stringed instrument .","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
385MDVINFDFY4F52WJI4BU8LXHNWJ5,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3PH3VY7DJMXQRE8048QSN8S01TSWZF,A681XM15AN28F,Submitted,Sat Feb 22 15:51:45 PST 2020,Sat Feb 22 15:52:01 PST 2020,Tue Feb 25 15:52:01 PST 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),The sprites from the prequel were redesigned with more detail and more frames for this game and the later games .,animation,The sprites from the prequel were redesigned with more detail and more animation frames for this game and the later games .,"Adding spammy, useless or derogatory content"
3OWZNK3RYMPL6FIPUYXBUP17AQQU2H,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:13 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:13 PST 2020,,,3VE8AYVF8NX9WWLI5TGF609W7HV8FO,A681XM15AN28F,Submitted,Sat Feb 22 15:45:18 PST 2020,Sat Feb 22 15:45:45 PST 2020,Tue Feb 25 15:45:45 PST 2020,,,,27,0% (0/0),0% (0/0),0% (0/0),Jeremy Keith Morris Sanders CBE FRS ( born 1948 ) is a British chemist currently Professor of Chemistry in the Department of Chemistry at the University of Cambridge .,3-May,Jeremy Keith Morris Sanders CBE FRS ( born 3 May 1948 ) is a British chemist currently Professor of Chemistry in the Department of Chemistry at the University of Cambridge .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
33CLA8O0MJBDRH2KEZHD9X8CCVRRFU,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:16 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:16 PST 2020,,,3HUTX6F6VVNSGUWMOFQ4J357DIU2O1,A3QJ14Y7N8VQ42,Submitted,Sat Feb 22 15:44:09 PST 2020,Sat Feb 22 15:44:38 PST 2020,Tue Feb 25 15:44:38 PST 2020,,,,29,0% (0/0),0% (0/0),0% (0/0),"Birger Nordholm , Jumbo , Victoria of Baden , Abul - Abbas , Canute II of Sweden , Valdemar , King of Sweden , Eric XI of Sweden , Folkung , Pantera foundation , SS Orion .",", Kampot Zoo , Bayap Zoo , Koh Kong Safari World","Birger Nordholm , Jumbo , Victoria of Baden , Abul - Abbas , Canute II of Sweden , Valdemar , King of Sweden , Eric XI of Sweden , Folkung , Pantera foundation , SS Orion , Kampot Zoo , Bayap Zoo , Koh Kong Safari World .","Adding spammy, useless or derogatory content"
3ATYLI1PRU2QZ6W05XRUU0VZUFOOJL,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:02 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:02 PST 2020,,,3L2IS5HSFBIJIL5C6K0XAX0U6ZANUR,A3QZMGTVA4VO44,Submitted,Sat Feb 22 16:01:45 PST 2020,Sat Feb 22 16:02:01 PST 2020,Tue Feb 25 16:02:01 PST 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),The '' Béarn '' was commissioned in 1927 and was the only aircraft carrier produced by France until after World War II. She was to be an experimental ship and should have been replaced in the 1930s by two new ships .,of the '' Joffre '' class,The '' Béarn '' was commissioned in 1927 and was the only aircraft carrier produced by France until after World War II. She was to be an experimental ship and should have been replaced in the 1930s by two new ships of the '' Joffre '' class .,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)"
39N6W9XWRENS2IA13EFPZE1LGX6YG2,36NY760EF7AELPDLS002SP723W6B3M,Intent Detection,Identify the intention of the edit made to the text,"edit, intent identification",$0.10 ,Sat Feb 22 15:40:10 PST 2020,1,BatchId:3930372;OriginalHitTemplateId:928390909;,120,259200,Sun Feb 23 15:40:10 PST 2020,,,3X1FV8S5JYRDL8DQO6X7GZTGJUWGV0,A3P7M9666KJCP,Submitted,Sat Feb 22 15:48:41 PST 2020,Sat Feb 22 15:49:19 PST 2020,Tue Feb 25 15:49:19 PST 2020,,,,38,0% (0/0),0% (0/0),0% (0/0),"It is bordered by Romania to the north , Serbia and Macedonia to the west , Greece and Turkey to the south , and the Black Sea to the east .",the thanksgiving,"It is bordered by Romania to the north , Serbia and Macedonia to the west , Greece and the thanksgiving Turkey to the south , and the Black Sea to the east .","Adding spammy, useless or derogatory content"
