,base_sentence,phrase,edited_sentence,label,base_tokens,phrase_tokens,edited_tokens,Final_Text
92,"these capital assets include residential housing ; improved land ; publicly owned assets including offices , hospitals , schools , roads , installations , parks , and infrastructural works ; consumer durables ; and all kinds of financial assets ",physical,"these capital assets include residential housing ; improved land ; publicly owned physical assets including offices , hospitals , schools , roads , installations , parks , and infrastructural works ; consumer durables ; and all kinds of financial assets ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['these', 'capital', 'assets', 'include', 'residential', 'housing', ';', 'improved', 'land', ';', 'publicly', 'owned', 'assets', 'including', 'offices', ',', 'hospitals', ',', 'schools', ',', 'roads', ',', 'installations', ',', 'parks', ',', 'and', 'infrastructural', 'works', ';', 'consumer', 'durables', ';', 'and', 'all', 'kinds', 'of', 'financial', 'assets', '']",['physical'],"['[cls]', 'these', 'capital', 'assets', 'include', 'residential', 'housing', ';', 'improved', 'land', ';', 'publicly', 'owned', '[ps]', 'physical', '[pe]', 'assets', 'including', 'offices', ',', 'hospitals', ',', 'schools', ',', 'roads', ',', 'installations', ',', 'parks', ',', 'and', 'infrastructural', 'works', ';', 'consumer', 'durables', ';', 'and', 'all', 'kinds', 'of', 'financial', 'assets', '[sep]']","[cls] these capital assets include residential housing ; improved land ; publicly owned [ps] physical [pe] assets including offices , hospitals , schools , roads , installations , parks , and infrastructural works ; consumer durables ; and all kinds of financial assets [sep]"
93,"richie initially refuses , sends his nephew vito spatafore and some construction workers to do the job upon hearing the request came from tony ",but,"richie initially refuses , but sends his nephew vito spatafore and some construction workers to do the job upon hearing the request came from tony ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['richie', 'initially', 'refuses', ',', 'sends', 'his', 'nephew', 'vito', 'spatafore', 'and', 'some', 'construction', 'workers', 'to', 'do', 'the', 'job', 'upon', 'hearing', 'the', 'request', 'came', 'from', 'tony', '']",['but'],"['[cls]', 'richie', 'initially', 'refuses', ',', '[ps]', 'but', '[pe]', 'sends', 'his', 'nephew', 'vito', 'spatafore', 'and', 'some', 'construction', 'workers', 'to', 'do', 'the', 'job', 'upon', 'hearing', 'the', 'request', 'came', 'from', 'tony', '[sep]']","[cls] richie initially refuses , [ps] but [pe] sends his nephew vito spatafore and some construction workers to do the job upon hearing the request came from tony [sep]"
94,"quick draw mcgraw , the flintstones , the jetsons , penelope pitstop , space ghost , harvey birdman , captain caveman , top cat , speed buggy , yogi bear etc  ","hong kong phooey ,","quick draw mcgraw , the flintstones , the jetsons , penelope pitstop , space ghost , harvey birdman , captain caveman , top cat , speed buggy , hong kong phooey , yogi bear etc  ","Copy Editing(Rephrase without changing meaning,  improve grammar etc)","['quick', 'draw', 'mcgraw', ',', 'the', 'flintstones', ',', 'the', 'jetsons', ',', 'penelope', 'pitstop', ',', 'space', 'ghost', ',', 'harvey', 'birdman', ',', 'captain', 'caveman', ',', 'top', 'cat', ',', 'speed', 'buggy', ',', 'yogi', 'bear', 'etc', '', '']","['hong', 'kong', 'phooey', ',']","['[cls]', 'quick', 'draw', 'mcgraw', ',', 'the', '[pe]', 'flintstones', ',', 'the', 'jetsons', ',', 'penelope', 'pitstop', ',', 'space', 'ghost', ',', 'harvey', 'birdman', ',', 'captain', 'caveman', ',', 'top', 'cat', ',', 'speed', 'buggy', ',', '[ps]', 'hong', 'kong', 'phooey', ',', 'yogi', 'bear', 'etc', '[sep]', '']","[cls] quick draw mcgraw , the [pe] flintstones , the jetsons , penelope pitstop , space ghost , harvey birdman , captain caveman , top cat , speed buggy , [ps] hong kong phooey , yogi bear etc [sep] "
95,at the end of the war he joined the air staff at headquarters british air forces south east asia before transfering to the air staff at headquarters no 106 group in august 1946 ,at raf benson,at the end of the war he joined the air staff at headquarters british air forces south east asia before transfering to the air staff at headquarters no 106 group at raf benson in august 1946 ,"Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['at', 'the', 'end', 'of', 'the', 'war', 'he', 'joined', 'the', 'air', 'staff', 'at', 'headquarters', 'british', 'air', 'forces', 'south', 'east', 'asia', 'before', 'transfering', 'to', 'the', 'air', 'staff', 'at', 'headquarters', 'no', '106', 'group', 'in', 'august', '1946', '']","['at', 'raf', 'benson']","['[cls]', '[ps]', 'at', 'the', 'end', 'of', 'the', 'war', 'he', 'joined', 'the', 'air', 'staff', 'at', 'headquarters', 'british', 'air', 'forces', 'south', 'east', 'asia', 'before', 'transfering', 'to', 'the', 'air', 'staff', 'at', 'headquarters', 'no', '106', 'group', 'at', 'raf', 'benson', '[pe]', 'in', 'august', '1946', '[sep]']",[cls] [ps] at the end of the war he joined the air staff at headquarters british air forces south east asia before transfering to the air staff at headquarters no 106 group at raf benson [pe] in august 1946 [sep]
96,"after a particularly humiliating incident in the mansion incited by bates ' ditzy wife fancy , who literally introduces him at a dinner party as eric 's new '' toy , '' jack grows tired of the situation and leaves ",trophy,"after a particularly humiliating incident in the mansion incited by bates ' ditzy trophy wife fancy , who literally introduces him at a dinner party as eric 's new '' toy , '' jack grows tired of the situation and leaves ","Adding spammy, useless or derogatory content","['after', 'a', 'particularly', 'humiliating', 'incident', 'in', 'the', 'mansion', 'incited', 'by', 'bates', ""'"", 'ditzy', 'wife', 'fancy', ',', 'who', 'literally', 'introduces', 'him', 'at', 'a', 'dinner', 'party', 'as', 'eric', ""'s"", 'new', ""''"", 'toy', ',', ""''"", 'jack', 'grows', 'tired', 'of', 'the', 'situation', 'and', 'leaves', '']",['trophy'],"['[cls]', 'after', 'a', 'particularly', 'humiliating', 'incident', 'in', 'the', 'mansion', 'incited', 'by', 'bates', ""'"", 'ditzy', '[ps]', 'trophy', '[pe]', 'wife', 'fancy', ',', 'who', 'literally', 'introduces', 'him', 'at', 'a', 'dinner', 'party', 'as', 'eric', ""'s"", 'new', ""''"", 'toy', ',', ""''"", 'jack', 'grows', 'tired', 'of', 'the', 'situation', 'and', 'leaves', '[sep]']","[cls] after a particularly humiliating incident in the mansion incited by bates ' ditzy [ps] trophy [pe] wife fancy , who literally introduces him at a dinner party as eric 's new '' toy , '' jack grows tired of the situation and leaves [sep]"
97,"bill simmons , who at the time worked for espn , deemed lilith sternin as one of least favorite characters of '' cheers '' ",his,"bill simmons , who at the time worked for espn , deemed lilith sternin as one of his least favorite characters of '' cheers '' ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['bill', 'simmons', ',', 'who', 'at', 'the', 'time', 'worked', 'for', 'espn', ',', 'deemed', 'lilith', 'sternin', 'as', 'one', 'of', 'least', 'favorite', 'characters', 'of', ""''"", 'cheers', ""''"", '']",['his'],"['[cls]', 'bill', 'simmons', ',', 'who', 'at', 'the', 'time', 'worked', 'for', 'espn', ',', 'deemed', 'lilith', 'sternin', 'as', 'one', 'of', '[ps]', 'his', '[pe]', 'least', 'favorite', 'characters', 'of', ""''"", 'cheers', ""''"", '[sep]']","[cls] bill simmons , who at the time worked for espn , deemed lilith sternin as one of [ps] his [pe] least favorite characters of '' cheers '' [sep]"
98,"theatre in santa monica on november 5 , 2009 , as part of the afm film festival in order to find a solid distributor ",the film was screened at the mann 's criterion,"the film was screened at the mann 's criterion theatre in santa monica on november 5 , 2009 , as part of the afm film festival in order to find a solid distributor ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['theatre', 'in', 'santa', 'monica', 'on', 'november', '5', ',', '2009', ',', 'as', 'part', 'of', 'the', 'afm', 'film', 'festival', 'in', 'order', 'to', 'find', 'a', 'solid', 'distributor', '']","['the', 'film', 'was', 'screened', 'at', 'the', 'mann', ""'s"", 'criterion']","['[cls]', '[ps]', 'the', 'film', 'was', 'screened', 'at', 'the', 'mann', ""'s"", 'criterion', '[pe]', 'theatre', 'in', 'santa', 'monica', 'on', 'november', '5', ',', '2009', ',', 'as', 'part', 'of', 'the', 'afm', 'film', 'festival', 'in', 'order', 'to', 'find', 'a', 'solid', 'distributor', '[sep]']","[cls] [ps] the film was screened at the mann 's criterion [pe] theatre in santa monica on november 5 , 2009 , as part of the afm film festival in order to find a solid distributor [sep]"
99,"on april 16 , 2014 , estrada was assigned to the los angeles kiss of the arena football league ( afl ) ",but was quickly released due to injury,"on april 16 , 2014 , estrada was assigned to the los angeles kiss of the arena football league ( afl ) but was quickly released due to injury ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['on', 'april', '16', ',', '2014', ',', 'estrada', 'was', 'assigned', 'to', 'the', 'los', 'angeles', 'kiss', 'of', 'the', 'arena', 'football', 'league', '(', 'afl', ')', '']","['but', 'was', 'quickly', 'released', 'due', 'to', 'injury']","['[cls]', 'on', 'april', '16', ',', '2014', ',', 'estrada', 'was', 'assigned', 'to', 'the', 'los', 'angeles', 'kiss', 'of', 'the', 'arena', 'football', 'league', '(', 'afl', ')', '[ps]', 'but', 'was', 'quickly', 'released', 'due', 'to', 'injury', '[pe]', '[sep]']","[cls] on april 16 , 2014 , estrada was assigned to the los angeles kiss of the arena football league ( afl ) [ps] but was quickly released due to injury [pe] [sep]"
100,"general messervy was succeeded in this post by general sir douglas gracey , who served until january , 1951 ","in february , 1948 ,","general messervy was succeeded in this post in february , 1948 , by general sir douglas gracey , who served until january , 1951 ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['general', 'messervy', 'was', 'succeeded', 'in', 'this', 'post', 'by', 'general', 'sir', 'douglas', 'gracey', ',', 'who', 'served', 'until', 'january', ',', '1951', '']","['in', 'february', ',', '1948', ',']","['[cls]', 'general', 'messervy', 'was', 'succeeded', '[ps]', 'in', 'this', 'post', 'in', 'february', ',', '[pe]', '1948', ',', 'by', 'general', 'sir', 'douglas', 'gracey', ',', 'who', 'served', 'until', 'january', ',', '1951', '[sep]']","[cls] general messervy was succeeded [ps] in this post in february , [pe] 1948 , by general sir douglas gracey , who served until january , 1951 [sep]"
101,"in an example of the law of unintended consequences , the overwhelmingly democratic louisiana legislature then redrew the district lines , placing treen 's precinct into the neighboring 3rd district , represented by conservative democrat patrick t caffery ",of lafayette,"in an example of the law of unintended consequences , the overwhelmingly democratic louisiana legislature then redrew the district lines , placing treen 's precinct into the neighboring 3rd district , represented by conservative democrat patrick t caffery of lafayette ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['in', 'an', 'example', 'of', 'the', 'law', 'of', 'unintended', 'consequences', ',', 'the', 'overwhelmingly', 'democratic', 'louisiana', 'legislature', 'then', 'redrew', 'the', 'district', 'lines', ',', 'placing', 'treen', ""'s"", 'precinct', 'into', 'the', 'neighboring', '3rd', 'district', ',', 'represented', 'by', 'conservative', 'democrat', 'patrick', 't', 'caffery', '']","['of', 'lafayette']","['[cls]', 'in', 'an', 'example', '[ps]', 'of', 'the', 'law', 'of', 'unintended', 'consequences', ',', 'the', 'overwhelmingly', 'democratic', 'louisiana', 'legislature', 'then', 'redrew', 'the', 'district', 'lines', ',', 'placing', 'treen', ""'s"", 'precinct', 'into', 'the', 'neighboring', '3rd', 'district', ',', 'represented', 'by', 'conservative', 'democrat', 'patrick', 't', 'caffery', 'of', 'lafayette', '[pe]', '[sep]']","[cls] in an example [ps] of the law of unintended consequences , the overwhelmingly democratic louisiana legislature then redrew the district lines , placing treen 's precinct into the neighboring 3rd district , represented by conservative democrat patrick t caffery of lafayette [pe] [sep]"
102,"this is intended to be a complete list of the properties and districts on the national register of historic places in franklin county , florida , united states ",in the southeastern,"this is intended to be a complete list of the properties and districts on the national register of historic places in franklin county , florida , in the southeastern united states ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['this', 'is', 'intended', 'to', 'be', 'a', 'complete', 'list', 'of', 'the', 'properties', 'and', 'districts', 'on', 'the', 'national', 'register', 'of', 'historic', 'places', 'in', 'franklin', 'county', ',', 'florida', ',', 'united', 'states', '']","['in', 'the', 'southeastern']","['[cls]', 'this', 'is', 'intended', 'to', 'be', 'a', 'complete', 'list', 'of', 'the', 'properties', 'and', 'districts', 'on', 'the', 'national', 'register', 'of', 'historic', 'places', '[ps]', 'in', 'franklin', 'county', ',', 'florida', ',', 'in', 'the', 'southeastern', '[pe]', 'united', 'states', '[sep]']","[cls] this is intended to be a complete list of the properties and districts on the national register of historic places [ps] in franklin county , florida , in the southeastern [pe] united states [sep]"
103,"although yves and amabelle try to find comfort in one another , they are unable to fulfill each other 's needs ",when she refuses to have anal sex,"although yves and amabelle try to find comfort in one another , they are unable to fulfill each other 's needs when she refuses to have anal sex ","Elaboration(insert a fact or new meaningful assertion, update numbers, dates, scores etc)","['although', 'yves', 'and', 'amabelle', 'try', 'to', 'find', 'comfort', 'in', 'one', 'another', ',', 'they', 'are', 'unable', 'to', 'fulfill', 'each', 'other', ""'s"", 'needs', '']","['when', 'she', 'refuses', 'to', 'have', 'anal', 'sex']","['[cls]', 'although', 'yves', 'and', 'amabelle', 'try', 'to', 'find', 'comfort', 'in', 'one', 'another', ',', 'they', 'are', 'unable', 'to', 'fulfill', 'each', 'other', ""'s"", 'needs', '[ps]', 'when', 'she', 'refuses', 'to', 'have', 'anal', 'sex', '[pe]', '[sep]']","[cls] although yves and amabelle try to find comfort in one another , they are unable to fulfill each other 's needs [ps] when she refuses to have anal sex [pe] [sep]"
104,behaviour remains similar to common kestrel except on ( originally ) forested mauritius where kestrels hunt arboreally more like hawks ,", '' f tinnunculus '' ,","behaviour remains similar to common kestrel , '' f tinnunculus '' , except on ( originally ) forested mauritius where kestrels hunt arboreally more like hawks ",Other,"['behaviour', 'remains', 'similar', 'to', 'common', 'kestrel', 'except', 'on', '(', 'originally', ')', 'forested', 'mauritius', 'where', 'kestrels', 'hunt', 'arboreally', 'more', 'like', 'hawks', '']","[',', ""''"", 'f', 'tinnunculus', ""''"", ',']","['[cls]', 'behaviour', 'remains', 'similar', 'to', 'common', 'kestrel', '[ps]', ',', '[pe]', ""''"", 'f', 'tinnunculus', ""''"", ',', 'except', 'on', '(', 'originally', ')', 'forested', 'mauritius', 'where', 'kestrels', 'hunt', 'arboreally', 'more', 'like', 'hawks', '[sep]']","[cls] behaviour remains similar to common kestrel [ps] , [pe] '' f tinnunculus '' , except on ( originally ) forested mauritius where kestrels hunt arboreally more like hawks [sep]"
